video_number,inferred_date,inferred_title,video_id,source_vtt_path,cleaned_md_path,word_count,line_count,file_size_bytes,has_transcript,notes
148,2018-07-30,What You Need To Know About Order Flow Webinar Preview August 3 2018 Investor Inspiration,7a7mfU0vyyw,C:\YTTranscripts\Orderflows_Dedup_v2\20180730 - What You Need To Know About Order Flow Webinar Preview August 3 2018 Investor Inspiration [7a7mfU0vyyw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0148_20180730_What_You_Need_To_Know_About_Order_Flow_Webinar_Preview_Augus_7a7mfU0vyyw.md,615,86,30274,TRUE,
149,2018-07-31,Orderflows Market Analysis July 31 2018 ES FGBL CL,WvVUpa3t1AM,C:\YTTranscripts\Orderflows_Dedup_v2\20180731 - Orderflows Market Analysis July 31 2018 ES FGBL CL [WvVUpa3t1AM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0149_20180731_Orderflows_Market_Analysis_July_31_2018_ES_FGBL_CL_WvVUpa3t1AM.md,5092,687,247496,TRUE,
150,2018-07-31,Prominent Points Of Control POC Order Flow Analysis Nasdaq Day Trading,rRENeuQbtGI,C:\YTTranscripts\Orderflows_Dedup_v2\20180731 - Prominent Points Of Control POC Order Flow Analysis Nasdaq Day Trading [rRENeuQbtGI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0150_20180731_Prominent_Points_Of_Control_POC_Order_Flow_Analysis_Nasdaq_D_rRENeuQbtGI.md,3340,444,160423,TRUE,
151,2018-08-01,Trading Futures On Very Short Time Based Charts With Order Flow,PY6dbMIcclw,C:\YTTranscripts\Orderflows_Dedup_v2\20180801 - Trading Futures On Very Short Time Based Charts With Order Flow [PY6dbMIcclw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0151_20180801_Trading_Futures_On_Very_Short_Time_Based_Charts_With_Order_F_PY6dbMIcclw.md,2348,315,113539,TRUE,
152,2018-08-01,Weekly Trader Training In Order Flow Analysis For Users Of Orderflows Trader Software,hQQhvRgSLjA,C:\YTTranscripts\Orderflows_Dedup_v2\20180801 - Weekly Trader Training In Order Flow Analysis For Users Of Orderflows Trader Software [hQQhvRgSLjA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0152_20180801_Weekly_Trader_Training_In_Order_Flow_Analysis_For_Users_Of_O_hQQhvRgSLjA.md,1856,241,88552,TRUE,
153,2018-08-04,What You Need To Know About Order Flow Webinar Replay Learn To Day Trade Using Orderflows Trader 2 0,-2gSkbVgp-Y,C:\YTTranscripts\Orderflows_Dedup_v2\20180804 - What You Need To Know About Order Flow Webinar Replay Learn To Day Trade Using Orderflows Trader 2 0 [-2gSkbVgp-Y].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0153_20180804_What_You_Need_To_Know_About_Order_Flow_Webinar_Replay_Learn__-2gSkbVgp-Y.md,13844,1887,676813,TRUE,
154,2018-08-11,"Orderflows Market Analysis August 10, 2018 ES Emini SP Ratio Divergence Prominent POC",VcWLRv9AQX4,"C:\YTTranscripts\Orderflows_Dedup_v2\20180811 - Orderflows Market Analysis August 10, 2018 ES Emini SP Ratio Divergence Prominent POC [VcWLRv9AQX4].en.vtt",C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0154_20180811_Orderflows_Market_Analysis_August_10_2018_ES_Emini_SP_Ratio__VcWLRv9AQX4.md,2487,333,120638,TRUE,
155,2018-08-17,Orderflows Trader Weekly Group Training #2 Monday August 13 2018,n1fejlVQxZ8,C:\YTTranscripts\Orderflows_Dedup_v2\20180817 - Orderflows Trader Weekly Group Training #2 Monday August 13 2018 [n1fejlVQxZ8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0155_20180817_Orderflows_Trader_Weekly_Group_Training_2_Monday_August_13_2_n1fejlVQxZ8.md,6617,880,319057,TRUE,
156,2018-08-18,Upcoming Webinar Using Order Flow To Find Price Rejection And Profit From It August 23 2018,HhvtTlpiQ-I,C:\YTTranscripts\Orderflows_Dedup_v2\20180818 - Upcoming Webinar Using Order Flow To Find Price Rejection And Profit From It August 23 2018 [HhvtTlpiQ-I].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0156_20180818_Upcoming_Webinar_Using_Order_Flow_To_Find_Price_Rejection_An_HhvtTlpiQ-I.md,1027,144,51023,TRUE,
157,2018-08-20,Order Flow Delta Footprints Analyze The Delta Footprints In The Bar,r3tZJVazm-M,C:\YTTranscripts\Orderflows_Dedup_v2\20180820 - Order Flow Delta Footprints Analyze The Delta Footprints In The Bar [r3tZJVazm-M].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0157_20180820_Order_Flow_Delta_Footprints_Analyze_The_Delta_Footprints_In__r3tZJVazm-M.md,4012,537,192875,TRUE,
158,2018-08-25,Using Order Flow To Find Price Rejection And Profit From It Investor Inspiration Webinar Replay,w_Z1JPuVxVM,C:\YTTranscripts\Orderflows_Dedup_v2\20180825 - Using Order Flow To Find Price Rejection And Profit From It Investor Inspiration Webinar Replay [w_Z1JPuVxVM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0158_20180825_Using_Order_Flow_To_Find_Price_Rejection_And_Profit_From_It__w_Z1JPuVxVM.md,11751,1588,572680,TRUE,
159,2018-09-24,The Orderflows Weekly Group Training For Orderflows Trader User September 17 2018,0-ecR1m7ScQ,C:\YTTranscripts\Orderflows_Dedup_v2\20180924 - The Orderflows Weekly Group Training For Orderflows Trader User September 17 2018 [0-ecR1m7ScQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0159_20180924_The_Orderflows_Weekly_Group_Training_For_Orderflows_Trader_U_0-ecR1m7ScQ.md,4245,556,202819,TRUE,
160,2018-10-11,Orderflows Turns September 24 Sept 28 FGBL ES 6E Futures Market Turning Points,T-wPwdWdhDU,C:\YTTranscripts\Orderflows_Dedup_v2\20181011 - Orderflows Turns September 24   Sept 28 FGBL ES 6E Futures Market Turning Points [T-wPwdWdhDU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0160_20181011_Orderflows_Turns_September_24_Sept_28_FGBL_ES_6E_Futures_Mar_T-wPwdWdhDU.md,7404,979,355564,TRUE,
161,2018-11-10,Finding high Winning Percentage Trades With Order Flow Investor Inspiration Webinar Replay Nov 8 201,59grkhsEH-8,C:\YTTranscripts\Orderflows_Dedup_v2\20181110 - Finding high Winning Percentage Trades With Order Flow Investor Inspiration Webinar Replay Nov 8 201 [59grkhsEH-8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0161_20181110_Finding_high_Winning_Percentage_Trades_With_Order_Flow_Inves_59grkhsEH-8.md,12650,2004,649317,TRUE,
162,2018-12-16,Uncovering Hidden Movements In The Market With Order Flow Webinar Investor Inspiration Nov 16 2018,-n6250bexo8,C:\YTTranscripts\Orderflows_Dedup_v2\20181216 - Uncovering Hidden Movements In The Market With Order Flow Webinar Investor Inspiration Nov 16 2018 [-n6250bexo8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0162_20181216_Uncovering_Hidden_Movements_In_The_Market_With_Order_Flow_We_-n6250bexo8.md,11665,1601,572916,TRUE,
163,2019-01-13,Webinar Preview Automating Order Flow Analysis With Markers,QUk2wlwIMRw,C:\YTTranscripts\Orderflows_Dedup_v2\20190113 - Webinar Preview Automating Order Flow Analysis With Markers [QUk2wlwIMRw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0163_20190113_Webinar_Preview_Automating_Order_Flow_Analysis_With_Markers_QUk2wlwIMRw.md,1185,152,55945,TRUE,
164,2019-07-27,Orderflows Bulge For NinjaTrader 8 Analyze Order Flow Volume,yHnPmhflvnI,C:\YTTranscripts\Orderflows_Dedup_v2\20190727 - Orderflows Bulge For NinjaTrader 8 Analyze Order Flow Volume [yHnPmhflvnI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0164_20190727_Orderflows_Bulge_For_NinjaTrader_8_Analyze_Order_Flow_Volume_yHnPmhflvnI.md,4006,542,194903,TRUE,
165,2019-08-05,How To Improve Your Trading Using The 10 Features Of Orderflows Trader Daytrading Software,Tix-OCOc-70,C:\YTTranscripts\Orderflows_Dedup_v2\20190805 - How To Improve Your Trading Using The 10 Features Of Orderflows Trader Daytrading Software [Tix-OCOc-70].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0165_20190805_How_To_Improve_Your_Trading_Using_The_10_Features_Of_Orderfl_Tix-OCOc-70.md,15604,2396,788356,TRUE,
166,2019-08-10,Using Order Flow Delta To Find Market Weakening Demand Or Weak Supply With Orderflows Traader,KjwOafQTwnU,C:\YTTranscripts\Orderflows_Dedup_v2\20190810 - Using Order Flow Delta To Find Market Weakening Demand Or Weak Supply With Orderflows Traader [KjwOafQTwnU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0166_20190810_Using_Order_Flow_Delta_To_Find_Market_Weakening_Demand_Or_We_KjwOafQTwnU.md,1937,256,93054,TRUE,
167,2019-08-11,Understanding Order Flow Delta In Context Of The Market,6jbLaVUN9OQ,C:\YTTranscripts\Orderflows_Dedup_v2\20190811 - Understanding Order Flow Delta In Context Of The Market [6jbLaVUN9OQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0167_20190811_Understanding_Order_Flow_Delta_In_Context_Of_The_Market_6jbLaVUN9OQ.md,1737,241,85784,TRUE,
168,2019-08-13,How to determine if a high can be taken out based on order flow delta,TmnzSUL5Z60,C:\YTTranscripts\Orderflows_Dedup_v2\20190813 - How to determine if a high can be taken out based on order flow delta [TmnzSUL5Z60].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0168_20190813_How_to_determine_if_a_high_can_be_taken_out_based_on_order_f_TmnzSUL5Z60.md,1079,152,53352,TRUE,
169,2019-10-12,Order Flow Trading Webinar At Investor Expos Learn 2 Order Flow Trade Setups,4bKH8gB3BPM,C:\YTTranscripts\Orderflows_Dedup_v2\20191012 - Order Flow Trading Webinar At Investor Expos Learn 2 Order Flow Trade Setups [4bKH8gB3BPM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0169_20191012_Order_Flow_Trading_Webinar_At_Investor_Expos_Learn_2_Order_F_4bKH8gB3BPM.md,9958,1342,482880,TRUE,
170,2019-11-16,Using Order Flow To Recognize Potential Bad Trades Webinar Training Investor Expos,TsLSW_jSVq0,C:\YTTranscripts\Orderflows_Dedup_v2\20191116 - Using Order Flow To Recognize Potential Bad Trades Webinar Training Investor Expos [TsLSW_jSVq0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0170_20191116_Using_Order_Flow_To_Recognize_Potential_Bad_Trades_Webinar_T_TsLSW_jSVq0.md,8750,1188,426876,TRUE,
171,2019-12-20,How To Improve Your Trading With Order Flow Webinar With Investor Expo December 19 2019,ldq4tM_nUOc,C:\YTTranscripts\Orderflows_Dedup_v2\20191220 - How To Improve Your Trading With Order Flow Webinar With Investor Expo December 19 2019 [ldq4tM_nUOc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0171_20191220_How_To_Improve_Your_Trading_With_Order_Flow_Webinar_With_Inv_ldq4tM_nUOc.md,9070,1233,442412,TRUE,
172,2020-01-24,Orderflows Investor Expos Webinar On Delta Imbalances Point Of Control Delta Surge,1nWswn8RTxw,C:\YTTranscripts\Orderflows_Dedup_v2\20200124 - Orderflows Investor Expos Webinar On Delta Imbalances Point Of Control Delta Surge [1nWswn8RTxw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0172_20200124_Orderflows_Investor_Expos_Webinar_On_Delta_Imbalances_Point__1nWswn8RTxw.md,7676,1042,374401,TRUE,
173,2020-02-17,How To Spot Market Exhaustion That Lead To Big Market Moves from Orderflows for NinjaTrader,_8igQPdPUgg,C:\YTTranscripts\Orderflows_Dedup_v2\20200217 - How To Spot Market Exhaustion That Lead To Big Market Moves from Orderflows for NinjaTrader [_8igQPdPUgg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0173_20200217_How_To_Spot_Market_Exhaustion_That_Lead_To_Big_Market_Moves___8igQPdPUgg.md,10572,1461,520059,TRUE,
174,2020-02-28,Orderflows Strategies That Will Improve Your Trading Webinar With Investor Expos,fMOfajy58i0,C:\YTTranscripts\Orderflows_Dedup_v2\20200228 - Orderflows Strategies That Will Improve Your Trading Webinar With Investor Expos [fMOfajy58i0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0174_20200228_Orderflows_Strategies_That_Will_Improve_Your_Trading_Webinar_fMOfajy58i0.md,8064,1106,394784,TRUE,
175,2020-03-01,Orderflows Indicator 3 Pack For NinjaTrader 8 Order Flow Analysis Futures Trading,IBmaBdnP6lA,C:\YTTranscripts\Orderflows_Dedup_v2\20200301 - Orderflows Indicator 3 Pack For NinjaTrader 8 Order Flow Analysis Futures Trading [IBmaBdnP6lA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0175_20200301_Orderflows_Indicator_3_Pack_For_NinjaTrader_8_Order_Flow_Ana_IBmaBdnP6lA.md,2598,353,126320,TRUE,
176,2020-03-26,Reversal Trading With Order Flow Webinar Investor Expos Orderflows Trader For NinjaTrader 8,iH0BXe21gvc,C:\YTTranscripts\Orderflows_Dedup_v2\20200326 - Reversal Trading With Order Flow Webinar Investor Expos Orderflows Trader For NinjaTrader 8 [iH0BXe21gvc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0176_20200326_Reversal_Trading_With_Order_Flow_Webinar_Investor_Expos_Orde_iH0BXe21gvc.md,8502,1149,412520,TRUE,
177,2020-03-28,Practical Applications of Order Flow Trading,G5RjEIVey4I,C:\YTTranscripts\Orderflows_Dedup_v2\20200328 - Practical Applications of Order Flow Trading [G5RjEIVey4I].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0177_20200328_Practical_Applications_of_Order_Flow_Trading_G5RjEIVey4I.md,17933,2838,919553,TRUE,
178,2020-04-16,Trade Consistently With Order Flow NinjaTrader 8 Day Trading Futures,t_u4hp0KK_Y,C:\YTTranscripts\Orderflows_Dedup_v2\20200416 - Trade Consistently With Order Flow NinjaTrader 8 Day Trading Futures [t_u4hp0KK_Y].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0178_20200416_Trade_Consistently_With_Order_Flow_NinjaTrader_8_Day_Trading_t_u4hp0KK_Y.md,16301,2620,840222,TRUE,
179,2020-04-26,Delta Surge Free Indicator for NinjaTrader 8 Order Flow Analysis NT8,11SApML287w,C:\YTTranscripts\Orderflows_Dedup_v2\20200426 - Delta Surge Free Indicator for NinjaTrader 8 Order Flow Analysis NT8 [11SApML287w].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0179_20200426_Delta_Surge_Free_Indicator_for_NinjaTrader_8_Order_Flow_Anal_11SApML287w.md,2283,310,110747,TRUE,
180,2020-04-26,Orderflows Delta Surge Free Indicator For Order Flow Analysis NinjaTrader 8 NT8,Icgthes3dag,C:\YTTranscripts\Orderflows_Dedup_v2\20200426 - Orderflows Delta Surge Free Indicator For Order Flow Analysis NinjaTrader 8 NT8 [Icgthes3dag].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0180_20200426_Orderflows_Delta_Surge_Free_Indicator_For_Order_Flow_Analysi_Icgthes3dag.md,4169,555,201071,TRUE,
181,2020-05-07,Uncovering Hidden Trading Opportunities With Order Flow May 7th 2020,Dc39VFyKJgc,C:\YTTranscripts\Orderflows_Dedup_v2\20200507 - Uncovering Hidden Trading Opportunities With Order Flow May 7th 2020 [Dc39VFyKJgc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0181_20200507_Uncovering_Hidden_Trading_Opportunities_With_Order_Flow_May__Dc39VFyKJgc.md,8689,1193,425783,TRUE,
182,2020-05-28,Unusual Order Flow Activity - How To Spot It And Trade It - Ninjatrader 8 Order Flow,xudOUVr9q-s,C:\YTTranscripts\Orderflows_Dedup_v2\20200528 - Unusual Order Flow Activity  - How To Spot It And Trade It - Ninjatrader 8 Order Flow [xudOUVr9q-s].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0182_20200528_Unusual_Order_Flow_Activity_How_To_Spot_It_And_Trade_It_Ninj_xudOUVr9q-s.md,15011,2493,772888,TRUE,
183,2020-06-05,Orderflows Better Trading Results With Order Flow,zIrnj7VRwp0,C:\YTTranscripts\Orderflows_Dedup_v2\20200605 - Orderflows Better Trading Results With Order Flow [zIrnj7VRwp0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0183_20200605_Orderflows_Better_Trading_Results_With_Order_Flow_zIrnj7VRwp0.md,8171,1363,421558,TRUE,
184,2020-06-25,Order Flow Trading Simple Practical And Effective Orderflows Trader NinjaTrader 8,w8FpKUTWIUk,C:\YTTranscripts\Orderflows_Dedup_v2\20200625 - Order Flow Trading Simple Practical And Effective Orderflows Trader NinjaTrader 8 [w8FpKUTWIUk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0184_20200625_Order_Flow_Trading_Simple_Practical_And_Effective_Orderflows_w8FpKUTWIUk.md,9847,1383,485674,TRUE,
185,2020-07-09,Order Flow Techniques That Work Investor Expos July 9 2020 Orderflows NinjaTrader 8,oo4R9ahN744,C:\YTTranscripts\Orderflows_Dedup_v2\20200709 - Order Flow Techniques That Work Investor Expos July 9 2020 Orderflows NinjaTrader 8 [oo4R9ahN744].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0185_20200709_Order_Flow_Techniques_That_Work_Investor_Expos_July_9_2020_O_oo4R9ahN744.md,8188,1384,424186,TRUE,
186,2020-08-08,Order Flow Nuances and Techniques To Improve Your Trading Orderflows On NinjaTrader 8,un0wKaH2tq4,C:\YTTranscripts\Orderflows_Dedup_v2\20200808 - Order Flow Nuances and Techniques To Improve Your Trading Orderflows On NinjaTrader 8 [un0wKaH2tq4].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0186_20200808_Order_Flow_Nuances_and_Techniques_To_Improve_Your_Trading_Or_un0wKaH2tq4.md,14027,2348,724838,TRUE,
187,2020-08-11,Order Flow Trading Made Easy Orderflows Trader,JzU8mtsaiuA,C:\YTTranscripts\Orderflows_Dedup_v2\20200811 - Order Flow Trading Made Easy Orderflows Trader [JzU8mtsaiuA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0187_20200811_Order_Flow_Trading_Made_Easy_Orderflows_Trader_JzU8mtsaiuA.md,10609,1778,548398,TRUE,
188,2020-09-18,Order Flow Strategies For Today's Trading Environment Orderflows Investor Expos NinjaTrader 8,hmthERsFM38,C:\YTTranscripts\Orderflows_Dedup_v2\20200918 - Order Flow Strategies For Today's Trading Environment Orderflows Investor Expos NinjaTrader 8 [hmthERsFM38].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0188_20200918_Order_Flow_Strategies_For_Today_s_Trading_Environment_Orderf_hmthERsFM38.md,8295,1396,430291,TRUE,
189,2020-10-14,New Advances In Order Flow Analysis For NinjaTrader 8 Day Trading Futures,nDhBTvgokeM,C:\YTTranscripts\Orderflows_Dedup_v2\20201014 - New Advances In Order Flow Analysis  For NinjaTrader 8 Day Trading Futures [nDhBTvgokeM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0189_20201014_New_Advances_In_Order_Flow_Analysis_For_NinjaTrader_8_Day_Tr_nDhBTvgokeM.md,15174,2092,742217,TRUE,
190,2020-10-28,Digging Deeper Into Order Flow With Michael Valtos For InvestorExpos,r7YIVy1y30o,C:\YTTranscripts\Orderflows_Dedup_v2\20201028 - Digging Deeper Into Order Flow With Michael Valtos For InvestorExpos [r7YIVy1y30o].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0190_20201028_Digging_Deeper_Into_Order_Flow_With_Michael_Valtos_For_Inves_r7YIVy1y30o.md,13821,2290,713346,TRUE,
191,2020-11-02,Orderflows Trader 3 0 Order Flow Analysis For NinjaTrader 8 FED Week Election Flows Mon. Nov 2 2020,MoQW7OQCSMo,C:\YTTranscripts\Orderflows_Dedup_v2\20201102 - Orderflows Trader 3 0 Order Flow Analysis For NinjaTrader 8 FED Week Election Flows Mon. Nov 2 2020 [MoQW7OQCSMo].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0191_20201102_Orderflows_Trader_3_0_Order_Flow_Analysis_For_NinjaTrader_8__MoQW7OQCSMo.md,1421,237,73450,TRUE,
192,2020-11-05,Orderflows Trader Low Risk Volume Based Order Flow Trading Strategies Investor Expos,tOzvXXf8T3s,C:\YTTranscripts\Orderflows_Dedup_v2\20201105 - Orderflows Trader Low Risk Volume Based Order Flow Trading Strategies Investor Expos [tOzvXXf8T3s].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0192_20201105_Orderflows_Trader_Low_Risk_Volume_Based_Order_Flow_Trading_S_tOzvXXf8T3s.md,8546,1407,438039,TRUE,
